Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,6,20/02/2018 10:13:56,627650,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1567.752728,11.1527125,104608.3333,255961.2528,627087.0,11.0,502.0,251.0,97.5807358,320.0,182.0,627636.0,209212.0,361890.4352,627087.0,50,0,0,0,0,72,92,4.779733928,6.372978571,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,627431,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1568.299941,11.15660527,104571.8333,255979.137,627087.0,1.0,316.0,158.0,222.0315293,315.0,1.0,627427.0,209142.3333,361950.7282,627087.0,24,0,0,0,0,72,92,4.781402258,6.37520301,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,45577,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,21589.83698,153.5862387,7596.166667,18391.67485,45137.0,8.0,389.0,194.5,263.7508294,381.0,8.0,45554.0,15184.66667,25940.0618,45137.0,35,0,0,0,0,72,92,65.82267372,87.76356496,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,2349,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,418901.6603,2979.991486,391.5,721.0400128,1826.0,7.0,482.0,241.0,271.529004,433.0,49.0,2342.0,780.6666667,934.2924239,1826.0,27,0,0,0,0,72,92,1277.139208,1702.852278,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,2447,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,402125.0511,2860.645689,407.8333333,767.9745873,1948.0,4.0,469.0,234.5,211.4249276,384.0,85.0,2443.0,814.3333333,1007.348169,1948.0,22,0,0,0,0,72,92,1225.991009,1634.654679,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,2948,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,333785.6174,2374.49118,491.3333333,702.7428169,1761.0,8.0,2054.0,1027.0,1038.032755,1761.0,293.0,2940.0,980.0,1020.076958,2056.0,27,0,0,0,0,72,92,1017.639077,1356.852103,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,1975,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,498227.8481,3544.303797,329.1666667,645.782755,1635.0,5.0,296.0,148.0,140.0071427,247.0,49.0,1970.0,656.6666667,858.5070374,1635.0,29,0,0,0,0,72,92,1518.987342,2025.316456,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,365710,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2690.656531,19.14084931,60951.66667,149094.2884,365289.0,2.0,334.0,167.0,231.9310242,331.0,3.0,365708.0,121902.6667,210778.7874,365289.0,80,0,0,0,0,72,92,8.203221131,10.93762818,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,368281,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2671.872836,19.00722546,61380.16667,150190.4138,367955.0,6.0,287.0,143.5,173.2411614,266.0,21.0,368275.0,122758.3333,212346.5808,367955.0,32,0,0,0,0,72,92,8.145953769,10.86127169,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:56,367836,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2675.10521,19.03021999,61306.0,149982.802,367457.0,2.0,340.0,170.0,237.5878785,338.0,2.0,367830.0,122610.0,212043.7776,367457.0,33,0,0,0,0,72,92,8.155808567,10.87441142,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,4479,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,219691.8955,1562.84885,746.5,1645.712217,4096.0,2.0,341.0,170.5,238.2949853,339.0,2.0,4467.0,1489.0,2262.940344,4096.0,32,0,0,0,0,72,92,669.7923644,893.0564858,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,1513,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,650363.5162,4626.569729,252.1666667,459.9327849,1169.0,9.0,301.0,150.5,176.0695885,275.0,26.0,1504.0,501.3333333,593.88074,1169.0,32,0,0,0,0,72,92,1982.815598,2643.754131,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,998779,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,985.2029328,7.008557449,166463.1667,407566.1256,998404.0,3.0,327.0,163.5,226.9812768,324.0,3.0,998771.0,332923.6667,576322.8923,998404.0,40,0,0,0,0,72,92,3.003667478,4.004889971,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,998302,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,985.6736739,7.011906217,166383.6667,407381.1894,997947.0,3.0,326.0,163.0,226.27417,323.0,3.0,998294.0,332764.6667,576064.8198,997947.0,18,0,0,0,0,72,92,3.005102664,4.006803552,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,1001693,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,982.3369036,6.98816903,166948.8333,408785.1507,1001378.0,1.0,280.0,140.0,196.5756852,279.0,1.0,1001688.0,333896.0,578056.3821,1001378.0,30,0,0,0,0,72,92,2.994929584,3.993239446,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,422488,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2329.060234,16.56851792,70414.66667,172260.5872,422040.0,3.0,406.0,203.0,282.8427125,403.0,3.0,422456.0,140818.6667,243544.886,422040.0,27,0,0,0,0,72,92,7.100793395,9.467724527,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:57,345138,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2851.0335,20.28174238,57523.0,139180.0834,341613.0,18.0,3486.0,1743.0,1832.820777,3039.0,447.0,345106.0,115035.3333,196229.6018,341613.0,21,0,0,0,0,72,92,8.692175304,11.58956707,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,2853,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,344900.1052,2453.557659,475.5,885.438366,2226.0,6.0,2249.0,1124.5,1581.79787,2243.0,6.0,2836.0,945.3333333,1155.674839,2243.0,27,0,0,0,0,72,92,1051.524711,1402.032948,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,3203,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,307211.9888,2185.45114,533.8333333,900.8512456,2222.0,2.0,2262.0,1131.0,1545.735424,2224.0,38.0,3201.0,1067.0,1127.726474,2265.0,26,0,0,0,0,72,92,936.621917,1248.829223,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,1247,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,789093.8252,5613.472334,207.8333333,216.91788,500.0,6.0,777.0,388.5,166.1700936,506.0,271.0,1241.0,413.6666667,362.5139078,778.0,53,0,0,0,0,72,92,2405.773857,3207.698476,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,1594,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,617314.931,4391.468005,265.6666667,327.8387815,787.0,2.0,778.0,389.0,200.8183259,531.0,247.0,1592.0,530.6666667,437.9341655,787.0,25,0,0,0,0,72,92,1882.057716,2509.410289,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,2216,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,444043.3213,3158.844765,369.3333333,589.940223,1395.0,2.0,786.0,393.0,552.9575029,784.0,2.0,2214.0,738.0,682.8198884,1395.0,32,0,0,0,0,72,92,1353.790614,1805.054152,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,621355,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1583.635764,11.26570157,103559.1667,253503.511,621021.0,2.0,275.0,137.5,191.6259377,273.0,2.0,621349.0,207116.3333,358451.9736,621021.0,52,0,0,0,0,72,92,4.828157816,6.437543755,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,620929,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1584.722247,11.27343062,103488.1667,253266.4079,620466.0,6.0,432.0,216.0,152.7350647,324.0,108.0,620923.0,206974.3333,358094.346,620466.0,24,0,0,0,0,72,92,4.831470265,6.441960353,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,621798,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1582.507502,11.25767532,103633.0,253394.918,620873.0,3.0,361.0,180.5,251.0229073,358.0,3.0,621791.0,207263.6667,358196.203,620873.0,362,0,0,0,0,72,92,4.824717995,6.432957327,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,622670,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1580.291326,11.24190984,103778.3333,254010.4896,622275.0,3.0,360.0,180.0,250.3158005,357.0,3.0,622663.0,207554.3333,359158.6712,622275.0,28,0,0,0,0,72,92,4.81796136,6.42394848,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,622285,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,1581.269033,11.24886507,103714.1667,253886.1267,621957.0,2.0,301.0,150.5,210.010714,299.0,2.0,622280.0,207426.6667,358993.8264,621957.0,22,0,0,0,0,72,92,4.820942173,6.427922897,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,50244,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,19584.42799,139.3201178,8374.0,20260.89383,49730.0,5.0,462.0,231.0,319.6122651,457.0,5.0,50220.0,16740.0,28571.00215,49730.0,28,0,0,0,0,72,92,59.70862193,79.6114959,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,31539,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,31199.46733,221.9474302,5256.5,12669.83123,31117.0,2.0,382.0,191.0,267.2863633,380.0,2.0,31532.0,10510.66667,17846.49087,31117.0,30,0,0,0,0,72,92,95.12032721,126.827103,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,368038,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2673.636961,19.01977513,61339.66667,149508.7518,366522.0,7.0,1469.0,734.5,460.3265146,1060.0,409.0,368030.0,122676.6667,211177.4603,366522.0,40,0,0,0,0,72,92,8.151332199,10.86844293,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,370266,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2657.548897,18.90532752,61711.0,150943.0278,369822.0,2.0,408.0,204.0,285.6711396,406.0,2.0,370261.0,123420.3333,213390.1879,369822.0,29,0,0,0,0,72,92,8.102283223,10.8030443,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,372632,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2640.674982,18.78528951,62105.33333,151951.0465,372274.0,2.0,329.0,164.5,229.8097039,327.0,2.0,372630.0,124210.0,214829.7817,372274.0,23,0,0,0,0,72,92,8.050838361,10.73445115,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
80,6,20/02/2018 10:13:58,371618,3,4,20,964,20,0,6.666666667,11.54700538,964,0,241.0,482.0,2647.88035,18.83654721,61936.33333,151520.9265,371227.0,2.0,361.0,180.5,252.4371209,359.0,2.0,371614.0,123871.3333,214216.359,371227.0,23,0,0,0,0,72,92,8.072805946,10.76374126,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
