Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
443,6,28/02/2018 10:50:07,598,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,128762.5418,5016.722408,299.0,401.6366517,583,15,598,299.0,401.6366517,583,15,0,0.0,0.0,0,0,1,0,0,0,60,0,5016.722408,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:50:07,1003,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,76769.69093,2991.026919,501.5,688.0148981,988,15,1003,501.5,688.0148981,988,15,0,0.0,0.0,0,0,1,0,0,0,60,0,2991.026919,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,253,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:50:07,959,3,0,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,80291.9708,3128.258603,479.5,645.5884912,936,23,959,479.5,645.5884912,936,23,0,0.0,0.0,0,0,1,0,0,0,60,0,3128.258603,0.0,0,46,30.75,21.68524844,470.25,0,1,0,0,1,0,0,0,0,41.0,25.66666667,0.0,0,0,0,0,0,0,3,77,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52371,6,28/02/2018 10:50:07,121,3,1,77,0,46,0,25.66666667,23.45918441,0,0,0.0,0.0,636363.6364,33057.85124,40.33333333,52.72886622,100,0,121,60.5,85.55992052,121,0,0,0.0,0.0,0,0,1,0,0,0,60,20,24793.38843,8264.46281,0,46,24.6,23.27659769,541.8,0,1,0,0,1,0,0,0,0,30.75,25.66666667,0.0,0,0,0,0,0,0,3,77,1,0,136,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52375,6,28/02/2018 10:50:07,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,186,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52384,6,28/02/2018 10:50:07,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,176,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
445,6,28/02/2018 10:50:07,243950,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,16.39680262,81316.66667,140791.7737,243889,1,243950,121975.0,172497.2851,243949,1,0,0.0,0.0,0,0,0,0,0,0,72,32,12.29760197,4.099200656,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:50:23,94560,6,6,708,2206,387,0,118.0,159.2846509,1460,0,367.6666667,580.7177169,30816.41286,126.9035533,8596.363636,11364.57037,24593,0,72803,14560.6,12473.71331,24614,300,71704,14340.8,13062.22421,24912,0,0,0,0,0,132,132,63.45177665,63.45177665,0,1460,224.1538462,413.7688256,171204.641,0,0,1,1,0,0,0,1,1,242.8333333,118.0,367.6666667,0,0,0,0,0,0,6,708,6,2206,8192,7484,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:50:23,326,3,0,31,0,31,0,10.33333333,17.89785834,0,0,0.0,0.0,95092.02454,9202.453988,163.0,181.019336,291,35,326,163.0,181.019336,291,35,0,0.0,0.0,0,0,0,0,0,0,60,0,9202.453988,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.33333333,10.33333333,0.0,0,0,0,0,0,0,3,31,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
445,6,28/02/2018 10:51:28,265510,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,15.06534594,88503.33333,152292.8364,264355,76,265510,132755.0,186217.985,264431,1079,0,0.0,0.0,0,0,0,0,0,0,68,28,11.29900945,3.766336485,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
445,6,28/02/2018 10:51:45,197309,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20.27277012,65769.66667,113874.8376,197261,0,197309,98654.5,139518.5319,197309,0,0,0.0,0.0,0,0,0,0,0,0,72,32,15.20457759,5.06819253,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:12,20736131,6,8,676,3695,387,0,112.6666667,155.3520733,1460,0,461.875,652.749446,210.7914924,0.675150056,1595087.0,5685077.626,20500000,0,148903,29780.6,26448.50185,50038,449,20700000,2955528.286,7743483.985,20500000,0,0,0,0,0,132,172,0.289350024,0.385800032,0,1460,291.4,507.9598972,258023.2571,0,0,1,1,0,0,0,1,1,312.2142857,112.6666667,461.875,0,0,0,0,0,0,6,676,8,3695,8192,7516,3,20,220161.0,0.0,220161,220161,20500000.0,0.0,20500000,20500000,Infilteration
443,6,28/02/2018 10:52:33,239,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8368.200837,239.0,0.0,239,239,239,239.0,0.0,239,239,0,0.0,0.0,0,0,0,0,0,0,40,0,8368.200837,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
80,6,28/02/2018 10:52:35,24309,3,5,434,2337,434,0,144.6666667,250.5700168,1460,0,467.4,672.3866447,113990.703,329.0962195,3472.714286,5812.254488,12156,0,11970,5985.0,8249.107709,11818,152,12507,3126.75,6132.096943,12324,0,0,0,0,0,72,112,123.4110823,205.6851372,0,1460,307.8888889,528.6687158,279490.6111,0,0,1,1,0,0,0,1,1,346.375,144.6666667,467.4,0,0,0,0,0,0,3,434,5,2337,8192,237,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
80,6,28/02/2018 10:52:35,186,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10752.68817,186.0,0.0,186,186,186,186.0,0.0,186,186,0,0.0,0.0,0,0,0,0,0,0,40,0,10752.68817,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:33,2118433,11,12,2008,4432,1078,0,182.5454545,315.1251699,1460,0,369.3333333,539.5099348,3039.982855,10.85708163,96292.40909,390615.3587,1842811,1,275621,27562.1,28566.04463,73318,32,2071166,188287.8182,557908.9518,1868880,1,0,0,0,0,232,252,5.192517299,5.664564327,0,1460,268.3333333,440.8583196,194356.058,0,0,1,1,0,0,0,1,1,280.0,182.5454545,369.3333333,0,0,0,0,0,0,11,2008,12,4432,8192,8002,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:35,207,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9661.835749,207.0,0.0,207,207,207,207.0,0.0,207,207,0,0.0,0.0,0,0,0,0,0,0,40,0,9661.835749,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,255,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:36,60398,9,7,557,3773,206,0,61.88888889,88.34371008,1460,0,539.0,655.4329358,71691.1156,264.9094341,4026.533333,6043.405814,16918,1,60398,7549.75,7536.80794,19826,24,43982,7330.333333,10521.1155,23973,1,0,0,0,0,192,152,149.0115567,115.8978774,0,1460,254.7058824,474.6863128,225327.0956,0,0,1,1,0,0,0,1,0,270.625,61.88888889,539.0,0,0,0,0,0,0,9,557,7,3773,8192,119,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:36,70200,9,7,557,3782,206,0,61.88888889,88.34371008,1460,0,540.2857143,654.3652686,61809.11681,227.9202279,4680.0,7559.720469,17633,1,70200,8775.0,9183.227475,18632,17,53431,8905.166667,14135.54742,34610,1,0,0,0,0,192,152,128.2051282,99.71509972,0,1460,255.2352941,474.4712227,225122.9412,0,0,1,1,0,0,0,1,0,271.1875,61.88888889,540.2857143,0,0,0,0,0,0,9,557,7,3782,8192,123,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52456,6,28/02/2018 10:52:36,7991,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,4755.349768,375.4223501,3995.5,5622.206017,7971,20,7991,7991.0,0.0,7991,7991,0,0.0,0.0,0,0,1,0,0,0,40,20,250.2815668,125.1407834,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,123,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:35,977158,19,62,2338,61593,659,0,123.0526316,215.9566504,1380,0,993.4354839,580.0379473,65425.44809,82.89345224,12214.475,49693.2821,431092,0,977158,54286.55556,97296.14521,431092,20,935230,15331.63934,69302.87809,529684,0,0,0,0,0,392,1248,19.44414312,63.44930912,0,1380,779.6463415,638.2398127,407350.0586,0,0,1,1,0,0,0,1,3,789.2716049,123.0526316,993.4354839,0,0,0,0,0,0,19,2338,62,61593,8192,6447,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52448,6,28/02/2018 10:52:36,14728,11,1,13205,0,1380,0,1200.454545,436.3281709,0,0,0.0,0.0,896591.5263,814.774579,1338.909091,4431.045463,14699,0,14728,1472.8,4654.943007,14721,0,0,0.0,0.0,0,0,0,0,0,0,220,20,746.8766974,67.89788159,0,1380,1121.923077,524.1641698,274748.0769,0,0,0,0,1,0,0,0,0,1215.416667,1200.454545,0.0,0,0,0,0,0,0,11,13205,1,0,6447,0,9,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
80,6,28/02/2018 10:52:36,49009,3,4,436,859,436,0,145.3333333,251.7247174,859,0,214.75,429.5,26423.71809,142.8309086,8168.166667,12319.93583,24211,1,24396,12198.0,17014.40337,24229,167,24798,8266.0,13728.15279,24113,1,0,0,0,0,72,92,61.21324655,81.61766206,0,859,161.875,320.3455445,102621.2679,0,0,1,1,0,0,0,1,1,185.0,145.3333333,214.75,0,0,0,0,0,0,3,436,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
80,6,28/02/2018 10:52:36,208,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9615.384615,208.0,0.0,208,208,208,208.0,0.0,208,208,0,0.0,0.0,0,0,0,0,0,0,40,0,9615.384615,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,253,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,70596,9,7,513,3285,195,0,57.0,83.68841019,1430,0,469.2857143,663.1738621,53799.0821,226.6417361,4706.4,7152.069708,24152,0,70596,8824.5,9584.670111,24152,18,58774,9795.666667,14585.21344,37531,0,0,0,0,0,192,152,127.4859765,99.15575953,0,1430,223.4117647,462.1386506,213572.1324,0,0,1,1,0,0,0,1,0,237.375,57.0,469.2857143,0,0,0,0,0,0,9,513,7,3285,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52482,6,28/02/2018 10:52:38,3667,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,10362.6943,818.1074448,1833.5,2568.918936,3650,17,3667,3667.0,0.0,3667,3667,0,0.0,0.0,0,0,1,0,0,0,40,20,545.4049632,272.7024816,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,333413,9,7,519,3234,201,0,57.66666667,84.93968448,1430,0,462.0,668.5244947,11256.30974,47.98853074,22227.53333,38520.21314,96794,0,333413,41676.625,50346.70502,114531,17,236610,39435.0,55183.56113,121712,0,0,0,0,0,192,152,26.99354854,20.9949822,0,1430,220.7647059,463.3286535,214673.4412,0,0,1,1,0,0,0,1,0,234.5625,57.66666667,462.0,0,0,0,0,0,0,9,519,7,3234,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52481,6,28/02/2018 10:52:38,92445,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,411.055222,32.45172805,46222.5,65343.03054,92427,18,92445,92445.0,0.0,92445,92445,0,0.0,0.0,0,0,1,0,0,0,40,20,21.63448537,10.81724268,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,154905,9,6,518,2878,200,0,57.55555556,84.72914362,1430,0,479.6666667,624.3174406,21923.11417,96.83354314,11064.64286,18603.22354,64296,0,154905,19363.125,21522.08261,64296,17,70935,14187.0,22033.48026,50602,0,0,0,0,0,192,132,58.10012588,38.73341726,0,1430,212.25,423.9329349,179719.1333,0,0,1,1,0,0,0,1,0,226.4,57.55555556,479.6666667,0,0,0,0,0,0,9,518,6,2878,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,156535,9,6,518,2878,200,0,57.55555556,84.72914362,1430,0,479.6666667,624.3174406,21694.82863,95.82521481,11181.07143,17707.39002,50067,1,156535,19566.875,19883.53683,50067,15,86740,17348.0,28801.239,66405,1,0,0,0,0,192,132,57.49512888,38.33008592,0,1430,212.25,423.9329349,179719.1333,0,0,1,1,0,0,0,1,0,226.4,57.55555556,479.6666667,0,0,0,0,0,0,9,518,6,2878,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,158984,9,6,518,2878,200,0,57.55555556,84.72914362,1430,0,479.6666667,624.3174406,21360.64006,94.34911689,11356.0,18741.42809,62527,1,158984,19873.0,21513.35341,62527,10,102621,20524.2,35541.7546,82288,1,0,0,0,0,192,132,56.60947014,37.73964676,0,1430,212.25,423.9329349,179719.1333,0,0,1,1,0,0,0,1,0,226.4,57.55555556,479.6666667,0,0,0,0,0,0,9,518,6,2878,8192,172,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52498,6,28/02/2018 10:52:39,664,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,57228.91566,4518.072289,332.0,444.0630586,646,18,664,664.0,0.0,664,664,0,0.0,0.0,0,0,1,0,0,0,40,20,3012.048193,1506.024096,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52497,6,28/02/2018 10:52:39,1031,2,1,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,36857.41998,2909.796314,515.5,703.5712473,1013,18,1031,1031.0,0.0,1031,1031,0,0.0,0.0,0,0,1,0,0,0,40,20,1939.86421,969.9321048,0,38,19.0,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,25.33333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
52496,6,28/02/2018 10:52:39,0,2,0,38,0,38,0,19.0,26.87005769,0,0,0.0,0.0,inf,inf,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,1,0,0,0,40,0,0.0,0.0,0,38,25.33333333,21.93931023,481.3333333,0,1,0,0,1,0,0,0,0,38.0,19.0,0.0,0,0,0,0,0,0,2,38,0,0,176,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
443,6,28/02/2018 10:52:38,6124166,10,12,646,3485,322,0,64.6,114.0333285,1432,0,290.4166667,476.4526989,674.5408273,3.592325878,291626.9524,1307888.998,5999475,0,6124166,680462.8889,1994740.262,5999618,757,6112605,555691.3636,1805621.197,5999500,0,0,0,0,0,212,252,1.632875399,1.959450479,0,1432,179.6086957,364.6904963,132999.1581,0,0,1,1,0,0,0,1,1,187.7727273,64.6,290.4166667,0,0,0,0,0,0,10,646,12,3485,8192,66,3,20,124548.0,0.0,124548,124548,5999475.0,0.0,5999475,5999475,Infilteration
443,6,28/02/2018 10:52:38,6144803,10,12,646,3485,322,0,64.6,114.0333285,1432,0,290.4166667,476.4526989,672.2754171,3.580261239,292609.6667,1311763.252,6017361,0,6144803,682755.8889,2000561.039,6017432,751,6133015,557546.8182,1810937.929,6017379,0,0,0,0,0,212,252,1.627391472,1.952869767,0,1432,179.6086957,364.6904963,132999.1581,0,0,1,1,0,0,0,1,1,187.7727273,64.6,290.4166667,0,0,0,0,0,0,10,646,12,3485,8192,66,3,20,127371.0,0.0,127371,127371,6017361.0,0.0,6017361,6017361,Infilteration
139,6,28/02/2018 10:52:42,5990173,3,2,18,5,18,0,6.0,10.39230485,5,0,2.5,3.535533906,3.839621994,0.834700434,1497543.25,2994468.523,5989246,36,5990137,2995068.5,4234406.429,5989246,891,5990114,5990114.0,0.0,5990114,5990114,0,0,0,0,72,52,0.50082026,0.333880173,0,18,3.833333333,7.22264956,52.16666667,0,0,1,1,0,0,0,1,0,4.6,6.0,2.5,0,0,0,0,0,0,3,18,2,5,8192,280,1,20,891.0,0.0,891,891,5989246.0,0.0,5989246,5989246,Infilteration
139,6,28/02/2018 10:52:48,1942,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1029.866117,1942.0,0.0,1942,1942,1942,1942.0,0.0,1942,1942,0,0.0,0.0,0,0,0,0,0,0,40,0,1029.866117,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2240,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration
445,6,28/02/2018 10:52:42,5992082,4,2,168,133,168,0,42.0,84.0,133,0,66.5,94.0452019,50.23295743,1.00132141,1198416.4,2678186.621,5989302,38,5992082,1997360.667,3457122.768,5989302,328,5989792,5989792.0,0.0,5989792,5989792,0,0,0,0,92,52,0.667547607,0.333773803,0,168,43.0,74.12826721,5495.0,0,0,1,1,0,0,0,1,0,50.16666667,42.0,66.5,0,0,0,0,0,0,4,168,2,133,8192,2240,1,20,328.0,0.0,328,328,5989302.0,0.0,5989302,5989302,Infilteration
